feature_set,sampling_file,training_set,model,grid_row,step,estimate_LogLoss,estimate_MSE,estimate_In_Sample_R2,estimate_R2_Holdout,estimate_AUC,ci_lower_LogLoss,ci_lower_MSE,ci_lower_In_Sample_R2,ci_lower_R2_Holdout,ci_lower_AUC,ci_upper_LogLoss,ci_upper_MSE,ci_upper_In_Sample_R2,ci_upper_R2_Holdout,ci_upper_AUC,evaluation_set,estimate_F1_Score,estimate_Accuracy,ci_lower_F1_Score,ci_lower_Accuracy,ci_upper_F1_Score,ci_upper_Accuracy,threshold_F1_Score,threshold_Accuracy,selection_set,computing_environment
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.310419809126602,0.0926284183494263,0.248345954255397,0.248345965980547,0.835528136257613,0.307331429121276,0.0916646481749704,0.243487741276112,0.243493513008158,0.833012578862065,0.313127359178221,0.0935208937029489,0.25345000503406,0.253451847272056,0.838217761061934,evaluation_selection_50_percent_split,0.529322704239278,0.876348953517083,0.524803715934554,0.874973977119231,0.53388609994947,0.877821001312037,0.242667869823556,0.502667869823556,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.312911728415386,0.0935124660332496,0.247058901519171,0.247069333321815,0.834704494328662,0.310139620849078,0.0926053088971954,0.242132376486657,0.242139112260667,0.832257285460243,0.315716370143091,0.0944368331065766,0.252148224922875,0.252160287604308,0.837177983756787,evaluation_test_50_percent_split,0.530902000213275,0.874664123283095,0.526336222615958,0.873206720923364,0.535294967297715,0.876102159778067,0.242667869823556,0.502667869823556,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.292510714398412,0.0888736325409613,0.278815004619514,0.279035839582014,0.860865736580948,0.289850938137791,0.0879749419109554,0.273847541314554,0.274117848231775,0.858685108780661,0.295006655869436,0.0897122886078769,0.283642635921688,0.283892843775868,0.863038127777476,evaluation_selection_50_percent_split,0.548271284619562,0.878701906085239,0.543691173620715,0.877360698914059,0.552677048927087,0.880183636812572,0.270482160881868,0.500482160881868,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.29500540482584,0.0896181572351376,0.278414989842534,0.278548173066611,0.859661311385943,0.29246969125339,0.0887749827276602,0.273324767656661,0.273502041099923,0.857423856905345,0.297540597243543,0.0904451612462471,0.283404153751675,0.283500120359131,0.861873188807543,evaluation_test_50_percent_split,0.548510198889571,0.877849808035866,0.544078306453943,0.876440820338031,0.553033436360169,0.879191015207045,0.270482160881868,0.500482160881868,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.281304706867535,0.0855237545427916,0.305998339873891,0.306008969124638,0.873141961468947,0.278673419323779,0.084644093867058,0.301069289350502,0.301092136091362,0.871161854328316,0.283690194786625,0.0863206066958933,0.310966590531161,0.310981092513415,0.875157706991842,evaluation_selection_50_percent_split,0.56662418034675,0.882860725542123,0.562051672286978,0.881519639407598,0.571069015909095,0.884342698342766,0.290156446612872,0.510156446612872,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.284494156374599,0.0866030249590793,0.302692148859955,0.302692150726631,0.871667557773744,0.282042301082284,0.0857817045895251,0.297608214316143,0.297623006686506,0.86956299742644,0.286938874141611,0.0874509229656256,0.307721220650715,0.307724320982959,0.873746373478992,evaluation_test_50_percent_split,0.564727670168195,0.88073048041869,0.56013734689112,0.879365186953217,0.569218002819749,0.882134868723644,0.290156446612872,0.510156446612872,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.276282632640814,0.0840784268110818,0.317726775448255,0.317731003083609,0.878413405011089,0.273665906191757,0.0832050398042793,0.312890868498973,0.312933404706621,0.876454209496743,0.278600120777217,0.0848685544676084,0.322471208808063,0.322472163986722,0.880379530383535,evaluation_selection_50_percent_split,0.574230259568166,0.884744055889886,0.569671078827674,0.883417373117275,0.578802035352727,0.886177250918668,0.300037686498062,0.510037686498062,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.280007065939359,0.0853516838135878,0.312767663030714,0.312768947332096,0.876423320687523,0.277620053690694,0.0845583777412168,0.30790172569514,0.307908074174606,0.874397960119984,0.282447361650434,0.0861865274442146,0.317535628775292,0.317536606049282,0.87841555043354,evaluation_test_50_percent_split,0.569926360939013,0.882812310880227,0.565476179383991,0.881471103709047,0.574295217117551,0.884153397014752,0.300037686498062,0.510037686498062,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.27503974834539,0.0836930887909655,0.32085368711274,0.32085606565982,0.879610926198494,0.272571887288407,0.0828442672271411,0.315937161795204,0.315941488813809,0.877606318698402,0.277371069031509,0.0844859917567682,0.32578654341423,0.325790236963914,0.881576816649567,evaluation_selection_50_percent_split,0.57554216324261,0.885223361042658,0.570962496689385,0.883891715767203,0.57999744931572,0.886646752102407,0.280040151547889,0.510040151547889,evaluation_selection_50_percent_split,OSSC
AS_FS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.278557980053365,0.0849257769446504,0.316196968227672,0.316199655689959,0.877873729733613,0.276247612700911,0.0841479259376054,0.311357370227552,0.311358900919378,0.875878786002772,0.280995789245398,0.0857383579916687,0.321038573563617,0.321066009081844,0.87985844094492,evaluation_test_50_percent_split,0.572910628557839,0.882972079264485,0.568599806389482,0.881630872093305,0.57743540099561,0.884284358675181,0.280040151547889,0.510040151547889,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.306932671437995,0.0919668823349864,0.253714136402087,0.253714148043498,0.841622785535029,0.30384157275112,0.0909874744156126,0.248888189794983,0.248888846652034,0.839274606654664,0.309581464189204,0.0928380087471845,0.258543991806396,0.258545883663026,0.844086182289821,evaluation_selection_50_percent_split,0.531153932668516,0.877181685701698,0.526544242298554,0.875835758100983,0.535775814756922,0.878677819790946,0.212684643535223,0.482684643535223,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.309024189831716,0.0926054914287577,0.254361654659674,0.254371985284576,0.840373758869099,0.306354916237611,0.0917011251139762,0.24964041812961,0.249653809433503,0.837897934333951,0.311881467659437,0.0935485836494385,0.259399698184356,0.259421659865151,0.842750882844268,evaluation_test_50_percent_split,0.532357074180904,0.876411892577548,0.527886884089548,0.874983539014955,0.536835787725852,0.877883698299193,0.212684643535223,0.482684643535223,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.287401273142095,0.0874647301538951,0.290247858576953,0.290465192670895,0.867296075880575,0.284684956599957,0.0865641410563662,0.285320605580788,0.285498627249757,0.865238924199749,0.289847406887978,0.0883066637670782,0.295062626925677,0.295253907071907,0.869364267272192,evaluation_selection_50_percent_split,0.553664245113833,0.881103273315291,0.549106159260122,0.879679882255542,0.558203031050432,0.882550992742642,0.260493482553326,0.520493482553326,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.290577828859087,0.0883950233372241,0.288263385674131,0.288394751175985,0.86533039219588,0.288067268209268,0.0875432788913871,0.283315469590563,0.28349307434259,0.86323620887221,0.293148650147315,0.0892478383279401,0.293326367208548,0.293430632053518,0.867477745838716,evaluation_test_50_percent_split,0.554604433231213,0.879989736091678,0.550036374494888,0.878556541062895,0.559183141126363,0.881369917065684,0.260493482553326,0.520493482553326,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.274927470615336,0.083763844227677,0.320279526275167,0.320289936796882,0.880207350426351,0.272336648110899,0.0828925393898537,0.315206367152574,0.315235168183724,0.878267751724292,0.277294927891551,0.084554583070276,0.325258318330906,0.325266720622063,0.882200381515783,evaluation_selection_50_percent_split,0.574009474918884,0.885383129426916,0.569392894551469,0.884027397857167,0.578509280256308,0.886816203419043,0.280110146493258,0.500110146493258,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.278400460005339,0.0848842267769994,0.316531520723188,0.316531522552817,0.87848842583443,0.275944739102988,0.0840686158127147,0.311435561422686,0.31143694282387,0.876502753316691,0.280940454149273,0.0857268197066125,0.321629199458949,0.32163029136056,0.880451886881495,evaluation_test_50_percent_split,0.573687148309623,0.883001128061622,0.569032623905225,0.881621189160926,0.578137590134133,0.884415320335611,0.280110146493258,0.500110146493258,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.270094348090977,0.0824077192177893,0.331284106385476,0.331288250014233,0.885171520275828,0.267527781408846,0.0815483580124854,0.326488479785482,0.326505839250615,0.883282690009315,0.272436302715346,0.0831915049932349,0.336338534126713,0.336340216480285,0.88703790974699,evaluation_selection_50_percent_split,0.579703334743042,0.887029227931387,0.5751996582473,0.885702666195431,0.584150811076912,0.88845274002779,0.300083563640789,0.500083563640789,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.273321132978993,0.0834150683600021,0.328360850001522,0.328362105162319,0.883467710253639,0.270902836667232,0.0826014820681003,0.323452314832744,0.323455305493499,0.881550567598972,0.275817396613912,0.0842377013100544,0.333317130659663,0.333327403278864,0.885364881145686,evaluation_test_50_percent_split,0.581323533953,0.884632702167524,0.576897472222178,0.883228434899225,0.585804684207683,0.885983834344393,0.300083563640789,0.500083563640789,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.268136393064712,0.0817856902079616,0.336331700095257,0.336334024434308,0.886967674665485,0.265631782154154,0.0809363491276337,0.331465470049873,0.331470253091958,0.885092156831881,0.27050158231918,0.0826015919159389,0.341228618974975,0.341231582188043,0.888831103226831,evaluation_selection_50_percent_split,0.583131627028125,0.888031411432638,0.578417567443591,0.886690325298113,0.587572478136667,0.889450082062852,0.30004323636548,0.50004323636548,evaluation_selection_50_percent_split,OSSC
AS_FS_IN,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.27142430882431,0.0828614228225593,0.332818677891367,0.332821300027506,0.885350719979811,0.269030651879856,0.0820618066335444,0.327850415376158,0.32785506504059,0.88348327078184,0.273905236552827,0.083678773642938,0.337919581398992,0.337939594647582,0.887263534018704,evaluation_test_50_percent_split,0.583899037274747,0.88583822724874,0.579314849810137,0.884492178611371,0.588258172804305,0.887145786229902,0.30004323636548,0.50004323636548,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.305636176908694,0.0915846338790086,0.256815977106432,0.256815988699457,0.841767174684621,0.302663574290663,0.0906205656025593,0.252204345160723,0.252204931563798,0.839385599655989,0.308268788968866,0.0924454401166886,0.26169448645674,0.261699123865358,0.844249034267694,evaluation_selection_50_percent_split,0.532209586961237,0.877757820178263,0.527565134315808,0.876397247142324,0.536873776606941,0.879215464611303,0.233490630453327,0.473490630453327,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.307697529428148,0.0922101304967661,0.25754501092283,0.257555297443162,0.840574216110238,0.305062997987611,0.0913013559967073,0.252918388160286,0.252920860547261,0.838156656697804,0.310472410489645,0.0931353922177246,0.262376961392221,0.26240341476169,0.842973665224484,evaluation_test_50_percent_split,0.532917850487276,0.876581343894185,0.528323749987841,0.875196563527299,0.537536432212158,0.877961282794882,0.233490630453327,0.473490630453327,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.285894918069637,0.0870720679546855,0.293434203933013,0.293650562332144,0.868827700379518,0.283232485890251,0.0861740721689988,0.288762324189292,0.288988623287075,0.866813550352638,0.288301918515554,0.0879057789144771,0.298290796405613,0.29850011984275,0.870823314218933,evaluation_selection_50_percent_split,0.554485618687067,0.881553529670926,0.549855514894676,0.88015422490547,0.559050534485037,0.883001249098277,0.280786381590567,0.510786381590567,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.288550355392903,0.0878782251508743,0.292424527077297,0.292555124555675,0.867495344064368,0.28609564670937,0.0870343903687545,0.287610427867947,0.287795879410054,0.865438813521623,0.291077628786657,0.0887218237109773,0.297379253354518,0.297494122418404,0.869612408570392,evaluation_test_50_percent_split,0.555355367793241,0.880338321657331,0.550680555266365,0.878919651027117,0.559887282878648,0.881718139521373,0.280786381590567,0.510786381590567,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.27370108400188,0.0834880993925599,0.3225171194955,0.322527495746492,0.881562082838771,0.271092888060986,0.0826184443969105,0.31755305159061,0.317572846109545,0.879592412632486,0.276050202091064,0.0842720188014412,0.327532071447072,0.327532918944449,0.88354235054769,evaluation_selection_50_percent_split,0.573485608226437,0.885910849241584,0.568947195186675,0.884525947838043,0.577808615189933,0.887344286343676,0.270146529982823,0.510146529982823,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.27695984948607,0.0845128054569433,0.319522120678309,0.319522122499932,0.879981100539049,0.274492147058915,0.0836974254062408,0.314421460275213,0.314430112105047,0.878071213917594,0.279460985859387,0.0853484477514101,0.324685119313496,0.324685299213764,0.881887502770995,evaluation_test_50_percent_split,0.573025379506642,0.883770921185772,0.568629327621666,0.882366653917472,0.577372711722963,0.885126652755521,0.270146529982823,0.510146529982823,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.267975960032144,0.0818410353806811,0.335882589296127,0.335886704430861,0.88747205379198,0.265429106858555,0.080958433728859,0.331025037791643,0.331038377070567,0.885596929395052,0.270313546575335,0.0826445419490642,0.340816139444983,0.340816454303825,0.889333924385511,evaluation_selection_50_percent_split,0.583245059168911,0.887358447632281,0.578858280408173,0.886031280713051,0.587536356193545,0.888791763697718,0.280130729394812,0.480130729394812,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.271556102588866,0.0830285267926019,0.331473194747765,0.331474444092205,0.885563868308478,0.269173822420809,0.0822345419620701,0.326461102929857,0.326462455086223,0.88370087936929,0.274020624832581,0.0838476633933865,0.336537110175266,0.336552969483441,0.887408900578286,evaluation_test_50_percent_split,0.581162384485616,0.885407336757864,0.57676572971994,0.884095178383822,0.585584852571102,0.886748422892389,0.280130729394812,0.480130729394812,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.266621677632959,0.0814891250657967,0.338738244360044,0.338740560270751,0.888671148565742,0.264066271842938,0.0806347432942077,0.33375175334408,0.33375397923832,0.88682359199918,0.269036214253369,0.082308413712632,0.343645146490604,0.343645347806541,0.890562856491081,evaluation_selection_50_percent_split,0.585500467726848,0.888079826094535,0.580874310020616,0.886772509186682,0.589889622484367,0.889508058620473,0.300047776499438,0.500047776499438,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,training_set,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.269822848307572,0.0825038356116231,0.335697888747695,0.335700499568045,0.887156203456297,0.267449078550268,0.0817230700193827,0.330709071140473,0.330710434282163,0.885268755964675,0.272295444289309,0.0833104768334854,0.340631692309941,0.340635184390135,0.888972843012039,evaluation_test_50_percent_split,0.584983764984688,0.886356264131029,0.580481949764009,0.884952238936039,0.589360428704757,0.887707275271243,0.300047776499438,0.500047776499438,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.306310153376879,0.0917340227717622,0.255603727479066,0.255603739091001,0.840697773156185,0.303373560770615,0.0907565465845154,0.251165783527769,0.251166567727719,0.838276104778249,0.308905171209273,0.0926021522396587,0.260296068869785,0.260296219613659,0.843199361351813,evaluation_selection_50_percent_split,0.532429642264015,0.877573844463057,0.527869198755616,0.8762127872805,0.53692398051361,0.879017085534183,0.214502779149645,0.464502779149646,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.308452553641134,0.0923927297351486,0.25607476340438,0.256085070294608,0.839385590092228,0.305871180185647,0.0914780225312561,0.251548643820895,0.251564222174065,0.836938196014108,0.311171675221039,0.0933167842258,0.260791698927977,0.260829212243833,0.841754635986226,evaluation_test_50_percent_split,0.534537631873637,0.876557136563237,0.529902051503378,0.875186880594919,0.539032688880857,0.877975686156796,0.214502779149645,0.464502779149646,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.285380901491773,0.0868515537628617,0.295223615728896,0.295439426189996,0.869188445670265,0.282733523369236,0.0859664151551468,0.290491851481197,0.290756850905213,0.86720928898697,0.287825335335981,0.087676586058314,0.300008497108675,0.300167491287355,0.871237600172944,evaluation_selection_50_percent_split,0.555049422412766,0.881897273770389,0.550711303216913,0.880502931507778,0.559559972165712,0.88334983466393,0.251009746333498,0.491009746333498,evaluation_selection_50_percent_split,OSSC
AS_FS_IN_ED_IM,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.288023931264062,0.0876344125106829,0.294387650978488,0.294517886122329,0.867748242444139,0.285569057072261,0.0868008091615834,0.289634883034357,0.289789356078337,0.865688047379437,0.290493963657019,0.0884765106845266,0.299476561130518,0.299582555085067,0.86978014954523,evaluation_test_50_percent_split,0.557246408774793,0.88059976083157,0.552701379649876,0.879234225292788,0.561694579665352,0.88199434516749,0.251009746333498,0.491009746333498,evaluation_selection_50_percent_split,OSSC
